Accident_Number,Event_Date,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Broad_Phase_of_Flight,Event_Year
NYC02FA160,2002-08-11,"Jamaica, NY",United States,40.639722,-73.778889,JFK,JOHN F KENNEDY INTL,NON-FATAL,Minor,EC-DNP,Boeing,747,SCHD,,0,2,349.0,VMC,TAKEOFF,2002
DCA12WA140B,2012-08-20,"Jeddah, Saudi Arabia",Saudi Arabia,,,OEJN,King Abdulaziz International,INCIDENT,Minor,,Boeing,747,,,0,0,,,,2012
ENG07WA027,2007-04-19,"Dammam, Saudi Arabia",Saudi Arabia,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,,,,2007
DCA01WA020,2001-02-04,"POINT A PITRE, Guadeloupe",Guadeloupe,,,,,INCIDENT,,,Boeing,747,SCHD,,0,0,,,,2001
DCA00WA041,2000-04-22,"Rome, Italy",Italy,,,,,INCIDENT,,,Boeing,747,SCHD,,0,0,,,,2000
DCA10WA055,2010-05-04,"Seoul, Korea, Republic Of","Korea, Republic Of",,,ICN,Incheon,INCIDENT,Minor,N749SA,Boeing,747,NSCH,,0,0,3.0,VMC,,2010
DCA03WA031,2003-03-12,Johannesburg,,,,,,UNAVAILABLE,Substantial,,Boeing,747,SCHD,,0,0,,,,2003
DCA13WA104,2013-06-09,"London, United Kingdom",United Kingdom,,,EGLL,"London, Heathrow",INCIDENT,,,Boeing,747,,,0,0,312.0,,,2013
DCA13WA080,2013-04-22,"Melbourne, Australia",Australia,,,,,INCIDENT,Minor,N119UA,Boeing,747,,,0,0,146.0,,,2013
DCA12WA140A,2012-08-20,"Jeddah, Saudi Arabia",Saudi Arabia,,,OEJN,King Abdulaziz International,INCIDENT,Minor,,Boeing,747,,,0,0,,,,2012
DCA12WA127,2012-08-17,"London, United Kingdom",United Kingdom,,,,,INCIDENT,,,Boeing,747,,,0,0,362.0,,,2012
DCA12WA108,2012-07-05,"Tokyo, Japan",Japan,,,,,NON-FATAL,,,Boeing,747,,,0,1,193.0,,,2012
DCA08RA084,2008-07-25,"Manila, Philippines",Philippines,,,,,NON-FATAL,Substantial,,Boeing,747,SCHD,,0,0,365.0,,,2008
ENG08WA019,2008-03-25,"Dhaka, Bangladesh",Bangladesh,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,,,,2008
DCA08WA025,2008-01-07,"Bangkok, Thailand",Thailand,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,334.0,,,2008
NYC07LA017,2006-10-31,"Newark, NJ",United States,40.6925,-74.168611,KEWR,Newark Liberty Intl,NON-FATAL,Substantial,D-ABVY,Boeing,747,SCHD,,0,0,312.0,VMC,TAXI,2006
DEN06IA068,2006-04-23,"Denver, CO",United States,39.861667,-104.673056,DEN,Denver International,INCIDENT,Minor,DABVN,Boeing,747,SCHD,,0,0,401.0,VMC,TAXI,2006
DCA05WA040,2005-02-20,"Manchester, United Kingdom",United Kingdom,,,,,INCIDENT,,,Boeing,747,SCHD,,0,0,370.0,,,2005
DCA04WA078,2004-08-31,"Hanamaki, Japan",Japan,,,,,NON-FATAL,,,Boeing,747,SCHD,,0,1,558.0,,,2004
DCA03WA030,2003-03-12,"Auckland, New Zealand",New Zealand,,,,,UNAVAILABLE,Substantial,,Boeing,747,SCHD,,0,0,,,,2003
IAD02LA039,2002-04-01,Atlantic Ocean,,42.5725,-70.718611,,,NON-FATAL,,G-BNLS,Boeing,747,SCHD,,0,1,213.0,VMC,CLIMB,2002
DCA01RA002,2000-10-31,"Taipei, Taiwan",Taiwan,,,,,FATAL,Destroyed,,Boeing,747,SCHD,,83,39,25.0,IMC,,2000
ENG07RA021,2007-04-03,"Chengdu, China",China,,,,,INCIDENT,,,Boeing,747,SCHD,,0,0,,,,2007
ENG07RA001,2006-10-09,"Seoul, Korea, Republic Of","Korea, Republic Of",,,,,INCIDENT,,,Boeing,747,SCHD,,0,0,,,,2006
LAX02WA272,2002-08-30,"AUCKLAND, New Zealand",New Zealand,,,,,INCIDENT,,,Boeing,747,SCHD,,0,0,,,,2002
DCA10WA056,2010-05-07,"Sydney, Australia",Australia,,,SYD,"Sydney, Australia",INCIDENT,Minor,N128UA,Boeing,747,SCHD,,0,0,246.0,VMC,,2010
LAX07LA204,2007-06-27,"Oceanic, UN",United States,11.0,-157.0,,,NON-FATAL,,N120UA,Boeing,747,SCHD,,0,1,282.0,VMC,CRUISE,2007
LAX02LA146,2002-05-01,"Pacific Ocean, PO",United States,-24.3,174.333333,,,NON-FATAL,,N182UA,Boeing,747,SCHD,,0,1,283.0,VMC,CLIMB,2002
ENG09WA005,2009-05-11,"Johannesburg, South Africa",South Africa,,,FAJS,Tambo International Airport,INCIDENT,,,Boeing,747,SCHD,,0,0,,,,2009
MIA07IA031,2006-12-26,"Miami, FL",United States,25.793333,-80.290555,KMIA,Miami International,INCIDENT,,G-BNLM,Boeing,747,SCHD,,0,0,368.0,VMC,TAXI,2006
DCA10RA092,2010-09-03,"Dubai, United Arab Emirates",United Arab Emirates,,,,,FATAL,Destroyed,N571UP,Boeing,747,NSCH,,2,0,,,,2010
DCA12WA144,2012-09-09,"Melbourne, Australia",Australia,,,,,INCIDENT,,N409MC,Boeing,747,NSCH,,0,0,,,,2012
ENG10WA036,2010-06-11,"Tokyo, Japan, Japan",Japan,,,NRT,Narita/New Tokyo International,INCIDENT,,,Boeing,747,SCHD,,0,0,,,,2010
DCA07WA015,2006-12-07,"London, United Kingdom",United Kingdom,,,,,INCIDENT,,,Boeing,747,SCHD,,0,0,,,,2006
DCA12RA148,2012-09-11,"Shanghai, China",China,,,,,INCIDENT,Minor,,Boeing,747,SCHD,,0,0,2.0,,,2012
ANC05IA016,2004-12-05,"Anchorage, AK",United States,61.174445,-149.996389,,,INCIDENT,Minor,JA8158,Boeing,747,NSCH,,0,0,3.0,VMC,CRUISE,2004
ENG13WA023,2011-01-30,"Keflavik, Iceland",Iceland,,,BIKF,Keflavik Airport,INCIDENT,,,Boeing,757,SCHD,,0,0,2.0,UNK,,2011
DCA10WA078,2010-07-16,"London, United Kingdom",United Kingdom,,,,,INCIDENT,,,Boeing,757,SCHD,,0,0,,,,2010
DCA15WA045,2014-12-17,"Warsaw, Poland",Poland,,,,,INCIDENT,,,Boeing,757,,,0,0,,,TAKEOFF,2014
ENG15WA005,2014-12-06,"Magadan, Russia",Russia,,,UHMM,Magadan,INCIDENT,,,Boeing,757,,,0,0,,,CLIMB,2014
DCA10WA043,2010-02-21,"Bacelona, Spain",Spain,,,,,INCIDENT,,,Boeing,757,SCHD,,0,0,,,TAKEOFF,2010
DCA14WA005,2013-10-22,"Providenciales, Turks And Caicos Islands",Turks And Caicos Islands,,,,,INCIDENT,,N605AA,Boeing,757,SCHD,,0,0,175.0,,,2013
DCA13WA158,2013-09-19,"San Andreas, Colombia",Colombia,,,,,INCIDENT,,N676AN,Boeing,757,SCHD,,0,0,,,DESCENT,2013
DCA14WA084,2013-10-20,"Dublin, Ireland",Ireland,,,,,INCIDENT,Minor,N41140,Boeing,757,,,0,0,131.0,,,2013
DCA12WA125,2012-08-08,"Tenerife Sur, Spain",Spain,,,,,INCIDENT,,,Boeing,757,,,0,0,229.0,,,2012
SEA04IA175,2004-08-27,"Richmond, BC, Canada",Canada,47.444444,-122.331111,,,INCIDENT,Minor,N526UA,Boeing,757,SCHD,,0,0,130.0,VMC,TAKEOFF,2004
CHI04LA084,2004-03-01,"Janesville, WI",United States,42.619445,-89.040277,,,NON-FATAL,,N516UA,Boeing,757,SCHD,,0,1,175.0,VMC,DESCENT,2004
DCA02WA040,2002-05-22,"Gibraltar, Gibraltar",Gibraltar,,,,,NON-FATAL,Substantial,,Boeing,757,SCHD,,0,0,163.0,,,2002
CHI02LA111,2002-04-18,"Springfield, MO",United States,37.486389,-93.456111,,,NON-FATAL,,N516AT,Boeing,757,SCHD,,0,3,111.0,VMC,CRUISE,2002
SEA02LA049,2002-03-02,"Seattle, WA",United States,,,KSEA,Seattle/Tacoma Int.,NON-FATAL,Substantial,N589UA,Boeing,757,SCHD,,0,0,90.0,VMC,STANDING,2002
OPS07IA002,2007-01-10,"Atlanta, GA",United States,,,ATL,THE WILLIAM B HARTSFIELD ATLAN,INCIDENT,,,Boeing,757,SCHD,,0,0,173.0,VMC,TAKEOFF,2007
SEA08LA061B,2008-01-13,"San Francisco, CA",United States,37.618889,-122.374723,KSFO,San Francisco International,NON-FATAL,Substantial,N508UA,Boeing,757,SCHD,,0,0,61.0,VMC,TAXI,2008
SEA06IA105,2006-05-17,"Portland, OR",United States,45.588611,-122.5975,PDX,PORTLAND INTL,INCIDENT,,N506UA,Boeing,757,SCHD,,0,0,189.0,VMC,TAKEOFF,2006
CHI06LA099,2006-03-15,"Omaha, NE",United States,41.303056,-95.894166,OMA,Eppley Airfield,NON-FATAL,,N518UA,Boeing,757,SCHD,,0,1,97.0,VMC,CRUISE,2006
CHI03LA113,2003-04-21,"Lithonia, GA",United States,33.743889,-84.0425,,,NON-FATAL,,N504UA,Boeing,757,SCHD,,0,1,184.0,IMC,CRUISE,2003
CHI01LA331,2001-09-23,"Indianapolis, IN",United States,,,IND,Indianapolis International,NON-FATAL,,N570UA,Boeing,757,SCHD,,0,1,40.0,VMC,TAXI,2001
CHI05LA135,2005-06-05,"New Chicago, IN",United States,41.56,-87.274445,,,NON-FATAL,,N602AN,Boeing,757,SCHD,,0,1,160.0,VMC,DESCENT,2005
MIA03IA168,2003-08-24,"Miami, FL",United States,25.793055,-80.290555,MIA,Miami International,INCIDENT,Minor,N609AA,Boeing,757,SCHD,,0,0,169.0,VMC,TAXI,2003
LAX03LA167,2003-05-20,"Santa Ana, CA",United States,33.681667,-117.869167,SNA,John Wayne/Orange County,NON-FATAL,Substantial,N692AA,Boeing,757,SCHD,,0,0,103.0,VMC,TAXI,2003
OPS11IA410,2011-03-11,"ATLANTA, GA",United States,,,KATL,Atlanta,INCIDENT,,,Boeing,757,SCHD,,0,0,130.0,VMC,TAKEOFF,2011
OPS07IA006A,2007-07-11,"Fort Lauderdale, FL",United States,26.0725,-80.1525,FLL,Fort Lauderdale International,INCIDENT,,,Boeing,757,SCHD,,0,0,307.0,VMC,LANDING,2007
NYC06LA074,2006-02-25,"Boston, MA",United States,42.364444,-71.005278,BOS,General Edward Lawrence Logan,NON-FATAL,Substantial,N697DL,Boeing,757,SCHD,,0,0,146.0,VMC,STANDING,2006
IAD05LA044,2005-03-06,"Boston, MA",United States,42.364444,-71.005278,BOS,General Edward Logan,NON-FATAL,,N6710E,Boeing,757,SCHD,,0,1,188.0,VMC,TAXI,2005
DEN03IA067,2003-04-17,"Salt Lake City, UT",United States,40.788333,-111.977778,SLC,Salt Lake City International,INCIDENT,Minor,N6712B,Boeing,757,SCHD,,0,0,123.0,VMC,CLIMB,2003
NYC02LA110,2002-06-02,"Fairfield, IL",United States,38.363333,-88.343333,,,NON-FATAL,,N694DL,Boeing,757,SCHD,,0,1,113.0,IMC,DESCENT,2002
LAX01LA307,2001-07-11,"San Francisco, CA",United States,37.618889,-122.374723,SFO,San Francisco International,NON-FATAL,,N644DL,Boeing,757,SCHD,,0,1,98.0,VMC,DESCENT,2001
DCA02RA047A,2002-07-01,"Uberlingen, Germany",Germany,,,,,FATAL,Destroyed,,Boeing,757,SCHD,,71,0,,,,2002
LAX07LA189,2007-04-24,"Burbank, CA",United States,34.200556,-118.358611,BUR,Bob Hope Airport,NON-FATAL,,N402UP,Boeing,757,NSCH,,0,1,2.0,VMC,TAXI,2007
DEN07LA098,2007-06-03,"Denver, CO",United States,39.861389,-104.673056,,,NON-FATAL,,N523US,Boeing,757,SCHD,,0,1,172.0,VMC,APPROACH,2007
ANC04IA058,2004-05-31,"Anchorage, AK",United States,61.174445,-149.996389,PANC,Anchorage International,INCIDENT,,N550NW,Boeing,757,SCHD,,0,0,187.0,VMC,STANDING,2004
NYC03FA039,2003-01-19,"Flushing, NY",United States,40.777223,-73.8725,LGA,LA GUARDIA,NON-FATAL,Substantial,N550NW,Boeing,757,SCHD,,0,1,1.0,VMC,STANDING,2003
NYC02LA187,2002-09-09,"Baltimore, MD",United States,39.165,-76.663333,BWI,Baltimore-Washington Intl Arpt,NON-FATAL,Substantial,N534US,Boeing,757,SCHD,,0,0,103.0,VMC,LANDING,2002
DCA08WA086,2008-07-29,"Budapest, Hungary",Hungary,,,,,UNAVAILABLE,,,Boeing,767,,,0,0,,,,2008
ENG15RA015,2015-02-17,"Islamabad, Pakistan, Pakistan",Pakistan,,,ISB,Islamabad International,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,,,TAKEOFF,2015
DCA14WA019,2013-12-05,"Madrid, Spain",Spain,,,,,NON-FATAL,Substantial,N182DN,Boeing,767,SCHD,,0,0,203.0,,,2013
DCA15WA159,2015-07-12,"Singapore, Singapore",Singapore,,,,,INCIDENT,,,Boeing,767,,,0,0,,,,2015
DCA14WA172,2014-09-12,"Seoul, Korea, Republic Of","Korea, Republic Of",,,,,NON-FATAL,,,Boeing,767,,,0,1,223.0,,,2014
DCA15WA024,2014-11-04,"Lima, Peru",Peru,,,,,INCIDENT,,N644UA,Boeing,767,,,0,0,219.0,,,2014
DCA11WA048A,2011-04-14,"Barcelona, Spain",Spain,,,,,INCIDENT,Minor,N366AA,Boeing,767,SCHD,,0,0,,,,2011
DCA14WA042,2014-01-21,"Buenos Aires, Argentina",Argentina,,,,,INCIDENT,Minor,N191DN,Boeing,767,,,0,0,209.0,,,2014
DCA06WA006,2005-11-06,"London, United Kingdom",United Kingdom,,,,,INCIDENT,,N653US,Boeing,767,SCHD,,0,0,,,,2005
DCA02RA032,2002-04-15,"Pusan, Korea, Republic Of","Korea, Republic Of",,,,,FATAL,Destroyed,,Boeing,767,SCHD,,138,28,,IMC,,2002
ENG03WA004,2002-12-08,"Brisbane, Australia",Australia,,,ABBN,Dummy,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,,,,2002
IAD03IA007,2002-10-19,"BOSTON, MA",United States,42.375,-71.002778,BOS,LOGAN INTERNATIONAL AIRPORT,INCIDENT,Minor,N607UA,Boeing,767,SCHD,,0,0,128.0,VMC,TAKEOFF,2002
ENG06IA018,2006-06-02,"Los Angeles, CA",United States,,,KLAX,Los Angeles,INCIDENT,Substantial,N330AA,Boeing,767,NSCH,,0,0,3.0,,STANDING,2006
NYC02LA088,2002-04-22,Atlantic Ocean,,19.663611,-66.126111,,,NON-FATAL,,N68160,Boeing,767,SCHD,,0,1,119.0,VMC,CRUISE,2002
DCA05MA083,2005-07-11,"Raleigh-Durham, NC",United States,35.4,-80.666667,,,NON-FATAL,,N113DA,Boeing,767,SCHD,,0,1,186.0,VMC,CRUISE,2005
MIA04LA134,2004-09-29,Caribbean Sea,,13.0,-71.5,AUA,"Aruba, Netherlands Antilles",NON-FATAL,,N109DL,Boeing,767,SCHD,,0,1,144.0,VMC,CRUISE,2004
ENG02RA004,2001-11-27,"Melbourne, Australia",Australia,-37.416667,145.116667,,,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,,,,2001
DCA07WA016,2006-11-08,"Bristol, United Kingdom",United Kingdom,,,,,INCIDENT,Minor,N330LF,Boeing,767,NSCH,,0,0,,,,2006
DCA14WA104,2014-03-19,"FRANKFURT, Germany",Germany,,,,,INCIDENT,,,Boeing,767,,,0,0,262.0,,,2014
OPS08IA008B,2008-07-05,"New York, NY",United States,,,KJFK,John F. Kennedy Intl,INCIDENT,,,Boeing,767,SCHD,,0,0,285.0,VMC,TAKEOFF,2008
ENG08RA005,2007-11-22,"Nice, France",France,,,LFMN,"Cote D'Azur, Nice, France",INCIDENT,Minor,N1611B,Boeing,767,SCHD,,0,0,,,,2007
DCA07WA029,2007-03-03,"London, United Kingdom",United Kingdom,,,,,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,,,,2007
DCA06WA074,2006-09-17,,Iceland,,,,,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,,,,2006
NYC06LA151,2006-06-17,"Dulles, VA",United States,38.945,-77.456667,IAD,Washington-Dulles,NON-FATAL,Substantial,N653UA,Boeing,767,SCHD,,0,0,183.0,VMC,STANDING,2006
MIA03WA011,2002-10-21,"Buenos Aires, Argentina",Argentina,-34.822223,-58.535833,,,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,162.0,VMC,,2002
NYC02WA135,2002-07-02,"Asuncion, Paraguay",Paraguay,,,,,INCIDENT,,N376AN,Boeing,767,SCHD,,0,0,144.0,,,2002
MIA01WA100,2001-03-16,"PUERTO PLATA, Dominican Republic",Dominican Republic,,,,,NON-FATAL,Substantial,,Boeing,767,NSCH,,0,0,2.0,VMC,,2001
ANC04IA025,2004-02-19,"Miami, FL",United States,25.783333,-80.283333,MIA,MIAMI INTL,INCIDENT,,PH-MCL,Boeing,767,SCHD,,0,0,290.0,VMC,LANDING,2004
ENG06RA004,2005-12-01,"Kagoshima, Japan",Japan,,,RJFK,Kagoshima Airport,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,,,,2005
DCA04WA067,2004-08-07,"Viru-Viru Int, Bolivia",Bolivia,,,,,UNAVAILABLE,Substantial,,Boeing,767,SCHD,,0,0,,,,2004
DCA01WA038,2001-04-23,"Zurich, Switzerland",Switzerland,,,,,INCIDENT,,,Boeing,767,SCHD,,0,0,,,,2001
DCA01WA032,2001-03-27,"Paris, France",France,,,,,INCIDENT,,N379AA,Boeing,767,SCHD,,0,0,137.0,,,2001
NYC01LA076,2000-12-27,"Boston, MA",United States,,,BOS,GENERAL EDWARD LAWRENCE LOGAN,NON-FATAL,,N155DL,Boeing,767,SCHD,,0,1,79.0,VMC,TAXI,2000
ENG07WA010,2006-12-30,"Auckland, New Zealand",New Zealand,,,,,INCIDENT,Minor,,Boeing,767,SCHD,,0,0,,,,2006
DCA12WA102,2012-07-03,"Sao Paulo, Brazil",Brazil,,,,,INCIDENT,,N342AN,Boeing,767,SCHD,,0,0,,,,2012
DCA10WA052,2010-04-13,"Keflavik, Iceland",Iceland,,,BIKF,Keflavik,INCIDENT,,N380AN,Boeing,767,SCHD,,0,0,140.0,,,2010
DEN07WA143,2007-08-20,"Frankfurt, Germany",Germany,50.106111,8.676111,,,INCIDENT,Minor,N369AA,Boeing,767,SCHD,,0,0,170.0,VMC,,2007
DCA02WA012,2001-12-04,"London, United Kingdom",United Kingdom,,,,,INCIDENT,Minor,N7375A,Boeing,767,SCHD,,0,0,77.0,,,2001
DCA12WA146,2012-09-13,"Sao Paulo, Brazil",Brazil,,,,,NON-FATAL,Minor,N173DZ,Boeing,767,SCHD,,0,0,220.0,,,2012
MIA02WA176,2002-08-24,"Buenos Aires, Argentina",Argentina,-34.822223,-58.535833,,,INCIDENT,,N178DN,Boeing,767,SCHD,,0,0,208.0,VMC,,2002
ATL02LA075,2002-04-05,"Atlanta, GA",United States,33.645,-84.433056,ATL,THE WILLIAM B HARTSFIELD ATLAN,NON-FATAL,Substantial,N1608,Boeing,767,SCHD,,0,0,199.0,VMC,CLIMB,2002
FTW98FA380,1998-09-11,"Houston, TX",United States,29.607222,-95.158611,EFD,Ellington Field,NON-FATAL,Substantial,N316UP,Boeing,767,NSCH,,0,0,2.0,IMC,APPROACH,1998
DCA14WA030,2014-01-05,"Madinah, Saudi Arabia",Saudi Arabia,,,,,NON-FATAL,Minor,,Boeing,767,,,0,3,,,,2014
DCA04RA060,2004-07-28,"Rome, Italy",Italy,,,,,NON-FATAL,Minor,,Boeing,767,SCHD,,0,0,160.0,,,2004
DCA12WA010,2011-10-28,"Nani, Kenya",Kenya,-0.846111,39.9275,,,UNAVAILABLE,,,Boeing,777,SCHD,,0,0,,,CRUISE,2011
DCA14RA127,2014-07-17,"Hrabove, Ukraine",Ukraine,,,,,FATAL,Destroyed,,Boeing,777,SCHD,,295,0,,,,2014
DCA14RA076,2014-03-08,"Kuala Lampur, Malaysia",Malaysia,,,WMKK,Kuala Lumper International,FATAL,Destroyed,,Boeing,777,SCHD,,239,0,,,,2014
DCA12WA066,2012-03-31,"Tokyo, Japan",Japan,,,,Tokyo International Airport,UNAVAILABLE,Substantial,,Boeing,777,,,0,0,,,GO-AROUND,2012
DCA14WA025,2013-12-19,"Changi, Singapore",Singapore,,,,,NON-FATAL,,,Boeing,777,,,0,0,217.0,,,2013
OPS14IA011,2014-08-15,"Shemya, AK",United States,52.743611,174.124167,,,INCIDENT,,,Boeing,777,SCHD,,0,0,,UNK,,2014
ENG13WA039,2013-07-21,"Moscow, Russia",Russia,,,SVO,Moscow Sheremetyevo Intern,INCIDENT,,,Boeing,777,SCHD,,0,0,,,,2013
DCA15WA041,2014-12-16,"Ishikawa, Japan",Japan,,,,,NON-FATAL,,N751AN,Boeing,777,,,0,2,243.0,,CRUISE,2014
DCA15WA002,2014-10-03,"Buenos Aires, Argentina",Argentina,,,,,NON-FATAL,,N772AN,Boeing,777,SCHD,,0,1,248.0,,,2014
DCA14WA004,2013-10-03,"Changi, Singapore",Singapore,,,WSAC,Changi Air Base,INCIDENT,,,Boeing,777,,,0,0,,,,2013
DCA06WA075,2006-09-22,"Brindisi, Italy",Italy,,,,,INCIDENT,Minor,N861DA,Boeing,777,SCHD,,0,0,,,,2006
DCA05RA086,2005-08-01,"Perth, Australia",Australia,,,,,INCIDENT,,,Boeing,777,SCHD,,0,0,,,,2005
ENG07RA014,2007-02-26,"London, United Kingdom",United Kingdom,,,,,NON-FATAL,Substantial,N786UA,Boeing,777,SCHD,,0,0,205.0,,,2007
DCA07WA041,2007-05-12,"Tel Aviv, Israel",Israel,,,,,INCIDENT,Minor,N863DA,Boeing,777,SCHD,,0,0,,,,2007
ENG13WA010,2012-12-31,"Seoul, South Korea, Korea, Republic Of","Korea, Republic Of",,,ICN,Incheon International Airport,INCIDENT,,N206UA,Boeing,777,SCHD,,0,0,,,,2012
DCA12WA109,2012-07-05,"Tokyo, Japan",Japan,,,,,NON-FATAL,,N224UA,Boeing,777,SCHD,,0,1,252.0,,CRUISE,2012
OPS10IA020A,2010-03-27,"San Francisco, CA",United States,,,,,INCIDENT,,,Boeing,777,SCHD,,0,0,268.0,,TAKEOFF,2010
CHI08FA050,2007-12-14,"Chicago, IL",United States,41.978611,-87.904722,ORD,Chicago O'Hare Intl,NON-FATAL,Minor,N220UA,Boeing,777,SCHD,,0,1,263.0,VMC,APPROACH,2007
CHI07FA184A,2007-06-27,"Chicago, IL",United States,41.968611,-87.907778,ORD,CHICAGO O'HARE INTL,NON-FATAL,Minor,N213UA,Boeing,777,SCHD,,0,0,501.0,VMC,TAXI,2007
MIA03LA067,2003-02-25,"Miami, FL",United States,25.949722,-81.2525,MIA,Miami International,NON-FATAL,,N790AN,Boeing,777,SCHD,,0,2,131.0,VMC,DESCENT,2003
DFW06LA115,2006-04-25,"DFW Int'l Apt, TX",United States,32.891389,-97.036111,DFW,Dallas/Fort Worth Int'l,NON-FATAL,,N789AN,Boeing,777,SCHD,,0,1,253.0,VMC,DESCENT,2006
DEN01FA157,2001-09-05,"Denver, CO",United States,39.859722,-104.671667,DEN,Denver International Airport,FATAL,Substantial,G-VIIK,Boeing,777,SCHD,,1,0,26.0,VMC,STANDING,2001
DCA08RA028,2008-01-17,"London, United Kingdom",United Kingdom,,,,,NON-FATAL,Substantial,,Boeing,777,SCHD,,0,0,191.0,,,2008
LAX04LA007B,2003-10-07,"San Francisco, CA",United States,37.618889,-122.374723,KSFO,San Francisco International,NON-FATAL,Substantial,JA709A,Boeing,777,SCHD,,0,0,450.0,VMC,TAXI,2003
DFW08WA090,2008-02-25,"Mexico City, Mexico",Mexico,19.433333,-99.066667,,,INCIDENT,Minor,N774AM,Boeing,777,SCHD,,0,0,403.0,VMC,,2008
DCA04WA025,2003-09-28,"Chennai, India",India,,,,,INCIDENT,,,Boeing,777,SCHD,,0,0,,,,2003
ENG08WA049,2008-03-29,"Azores, Portugal",Portugal,,,SMA,Santa Maria,INCIDENT,,,Boeing,777,SCHD,,0,0,,,,2008
DCA16WA040,2015-12-30,"Calgary, Canada",Canada,,,,,INCIDENT,,,Boeing,777,,,0,0,,,,2015
DCA13WA159,2013-09-18,"Warsaw, Poland",Poland,,,EPWA,Warsaw,INCIDENT,,,Boeing,787,SCHD,,0,0,,,,2013
ENG15RA006,2015-01-22,"Budapest, Hungary",Hungary,,,,,INCIDENT,,,Boeing,787,SCHD,,0,0,,,,2015
DCA07WA011,2006-11-18,"Leticia, Colombia",Colombia,,,,,UNAVAILABLE,Destroyed,,Boeing,727,NSCH,,0,0,,,,2006
ATL01IA083,2001-07-13,"MEMPHIS, TN",United States,35.035555,-89.968611,MEM,Memphis International Arpt,INCIDENT,Minor,N189FE,Boeing,727,SCHD,,0,0,3.0,VMC,TAKEOFF,2001
DCA00WA063,1999-07-12,"Cuzco, Peru",Peru,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,,,,1999
DCA98WA033,1998-04-12,"ALMATY, Kazakhstan",Kazakhstan,,,,,UNAVAILABLE,,,Boeing,737,SCHD,,0,0,,,,1998
DCA97WA025,1997-02-08,"NURNBERG/GERF, Germany",Germany,,,,,UNAVAILABLE,,,Boeing,737,SCHD,,0,0,,,,1997
DCA01WA035,2001-03-25,"Riyahd, Saudi Arabia",Saudi Arabia,,,,,INCIDENT,,,Boeing,737,SCHD,,0,0,2.0,,,2001
NYC01LA075A,2001-02-03,"Boston, MA",United States,,,BOS,Logan International Airport,NON-FATAL,Substantial,N3735D,Boeing,737,SCHD,,0,0,135.0,VMC,TAXI,2001
DCA05WA028,2005-01-24,"Dusseldorf, Germany",Germany,,,,,INCIDENT,Minor,N808MC,Boeing,747,NSCH,,0,0,3.0,IMC,,2005
MIA95WA143,1995-06-03,"PANAMA  CITY, Panama",Panama,,,,,NON-FATAL,Substantial,N706CK,Boeing,747,NSCH,,0,0,4.0,VMC,,1995
DCA01WA045,2001-06-05,"Tokyo, Japan",Japan,,,,,INCIDENT,Minor,N663US,Boeing,747,SCHD,,0,0,2.0,,,2001
DCA01WA046,2001-05-21,Guam,,,,,,NON-FATAL,,,Boeing,747,SCHD,,0,1,,,,2001
DCA00WA094,2000-06-18,"Addis Ababa, Ethiopia",Ethiopia,,,,,INCIDENT,,,Boeing,767,SCHD,,0,0,,,,2000
DCA00WA028,2000-02-22,"Harare, Zimbabwe",Zimbabwe,,,,,NON-FATAL,,,Boeing,767,SCHD,,0,0,1.0,VMC,,2000
DCA05WA032,2005-01-19,"Nice, France",France,,,,,INCIDENT,Minor,N174DN,Boeing,767,SCHD,,0,0,,,,2005
DCA06WA008A,2005-11-06,"Heathrow IAP, United Kingdom",United Kingdom,,,,,NON-FATAL,Substantial,N781AN,Boeing,777,SCHD,,0,0,243.0,,,2005
DCA01WA053,2001-06-06,"Danang, Vietnam",Vietnam,,,,,INCIDENT,,,Boeing,777,SCHD,,0,0,,,,2001
DCA05WA067,2005-05-20,"London, United Kingdom",United Kingdom,,,,,NON-FATAL,Substantial,N864DA,Boeing,777,SCHD,,0,0,309.0,,,2005
DCA01WA019,2001-01-30,,Australia,,,,,INCIDENT,,,Boeing,777,SCHD,,0,0,,,,2001
DCA09WA042,2009-03-26,"Eldorado, Colombia",Colombia,,,,Eldorado,INCIDENT,Minor,,Boeing,727,SCHD,,0,0,,,,2009
DCA06RA040,2006-05-04,"Banglore, India",India,,,,,INCIDENT,Substantial,,Boeing,727,SCHD,,0,0,0.0,,,2006
DCA08WA071,2008-05-16,"Kolonia, Federated States Of Micronesia",Federated States Of Micronesia,6.985,-158.208333,,,NON-FATAL,Substantial,N319NE,Boeing,727,NSCH,,0,0,5.0,VMC,,2008
